"ID","ClassName","LastEdited","Created","Title","Question","Description","AnswerFieldType","QuestionnaireID","SortOrder","TaskID"
240,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:16:00","Terms of Service","Does your organisation negotiate contracts with their customers or must they accept a standard Terms of Service?
","Does your organisation negotiate contracts with their customers or must they accept a standard Terms of Service?","action",0,20,6
241,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:16:57","Confidentiality","Does your organisations’s Terms of Service and SLA clearly define how the service protects the confidentiality, integrity and availability of all customer information entrusted to them; especially official information; and the privacy of all personally identifiable information?
","Does your organisations’s Terms of Service and SLA clearly define how the service protects the confidentiality, integrity and availability of all customer information entrusted to them; especially official information; and the privacy of all personally identifiable information?","action",0,21,6
242,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:17:38","Data Ownership","Does your organisation's Terms of Service specify that the agency will retain ownership of its data?
","Does your organisation's Terms of Service specify that the agency will retain ownership of its data? ","action",0,22,6
243,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:18:13","Use of Data","Will your organisation use the data for any purpose other than the delivery of the service?
","Will your organisation use the data for any purpose other than the delivery of the service?","action",0,23,6
244,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:19:09","Third-Party Service Dependence","Is your organisation's service dependent on any third-party services?","Is your organisation's service dependent on any third-party services?
","action",0,24,6
245,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:20:20","Security Audit","Does your organisation’s Terms of Service allow the agency to directly audit the implementation and management of the security measures that are in place to protect the service and the data held within it?
","Does your organisation’s Terms of Service allow the agency to directly audit the implementation and management of the security measures that are in place to protect the service and the data held within it?","action",0,25,6
246,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:28:53","Audit Vulnerability Scans","Does this audit include performing vulnerability scans and penetration testing of the service and the supporting infrastructure?
","Does this audit include performing vulnerability scans and penetration testing of the service and the supporting infrastructure?","action",0,26,6
247,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:32:12","Regular External Audits","If no, does your organisation undergo formal regular assessment against an internationally recognised information security standard or framework by an independent third-party? (E.g. are they certified as being compliant with ISO/IEC 27001? Have they undergone an ISAE 3402 SOC 2 Type II assessment?)
","If no, does your organisation undergo formal regular assessment against an internationally recognised information security standard or framework by an independent third-party? (E.g. are they certified as being compliant with ISO/IEC 27001? Have they undergone an ISAE 3402 SOC 2 Type II assessment?)
","action",0,27,6
248,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:33:35","Reviewing Recent Audits","Will your organisation allow the agency to thoroughly review recent audit reports before signing up for service?","E.g. will your organisation provide the Statement of Applicability together with a copy of the full audit reports from their external auditor, and the results of any recent internal audits?","action",0,28,6
249,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:34:15","Reference Checks","Will your organisation enable potential customers to perform reference checks by providing the contact details of two or more of its current customers?
","Will your organisation enable potential customers to perform reference checks by providing the contact details of two or more of its current customers?","action",0,29,6
250,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:40:51","CSA STAR Report","Is there a completed CAIQ or CMM report for your organisation in the CSA STAR?
","Is there a completed CAIQ or CMM report for your organisation in the CSA STAR?","action",0,30,6
251,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:41:43","CSA STAR Certification","Has the your organisation undergone a CSA STAR Certification and/or Attestation?
","Has the your organisation undergone a CSA STAR Certification and/or Attestation? ","action",0,31,6
252,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:42:18","CSA STAR Outcome","Have they published the outcome of the audit?
","Have they published the outcome of the audit?","action",0,32,6
253,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:43:05","Cloud Code of Practice","Has your organisation published a completed Cloud Computing Code of Practice?
","Has your organisation published a completed Cloud Computing Code of Practice?","action",0,33,6
254,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:45:07","Agency Authentication","Does your cloud service support the agency’s identity management strategy?
","The Transport Agency use Azure Active Directory with OAUTH2 or SAML
OR:
Okta with OAUTH2","action",0,34,6
255,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:46:03","Identity Lifecycle","Is there an effective internal process that ensures that identities are managed and protected throughout their lifecycle?
","Is there an effective internal process that ensures that identities are managed and protected throughout their lifecycle?","action",0,35,6
256,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:47:21","Account Auditing","Is there an effective audit process that is actioned at regular intervals to ensure that user accounts are appropriately managed and protected?","Is there an effective audit process that is actioned at regular intervals to ensure that user accounts are appropriately managed and protected?","action",0,36,6
257,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:55:35","Ubiquitous Access Controls","Have the controls required to manage the risks associated with the ubiquitous access provided by the cloud been identified?
","Have the controls required to manage the risks associated with the ubiquitous access provided by the cloud been identified?","action",0,37,6
258,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:59:47","Password Policy","Are all passwords encrypted, especially system/service administrators, in accordance with NZISM complexity requirements?
","Are all passwords encrypted, especially system/service administrators, in accordance with NZISM complexity requirements?","action",0,38,6
259,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 09:20:19","Asserting Identity","Is there a higher level of assurance required that the party asserting an identity is the authorised user of the account when authenticating to the service? (I.e. is multi-factor authentication necessary?)
","Is there a higher level of assurance required that the party asserting an identity is the authorised user of the account when authenticating to the service? (I.e. is multi-factor authentication necessary?)
","action",0,39,6
